Dealer_ID,Product_ID,Date,Quantity,Consumption,Location
D002,P000,2022-03-04,26.0,10.0,New York
D002,P000,2022-03-05,18.0,10.0,New York
D002,P000,2022-03-06,33.0,17.0,New York
D002,P000,2022-03-07,73.0,10.0,New York
D002,P000,2022-03-08,99.0,17.0,New York
D002,P000,2022-03-09,67.0,7.0,Los Angeles
D002,P000,2022-03-10,86.0,12.0,Los Angeles
D002,P000,2022-03-11,40.0,19.0,New York
D002,P000,2022-03-12,19.0,17.0,Chicago
D002,P000,2022-03-13,53.0,5.0,New York
D002,P000,2022-03-14,15.0,8.0,New York
D002,P000,2022-03-15,26.0,15.0,New York
D002,P000,2022-03-16,25.0,11.0,Los Angeles
D002,P000,2022-03-17,35.0,9.0,Los Angeles
D002,P000,2022-03-18,79.0,6.0,New York
D002,P000,2022-03-19,28.0,17.0,Chicago
D002,P000,2022-03-20,80.0,16.0,Los Angeles
D002,P000,2022-03-21,25.0,19.0,New York
D002,P000,2022-03-22,57.0,11.0,New York
D002,P000,2022-03-23,73.0,6.0,Los Angeles
D002,P000,2022-03-24,41.0,8.0,New York
D002,P000,2022-03-25,46.0,11.0,New York
D002,P000,2022-03-26,48.0,16.0,Los Angeles
D002,P000,2022-03-27,87.0,6.0,Los Angeles
D002,P000,2022-03-28,73.0,19.0,Los Angeles
D002,P000,2022-03-29,47.0,15.0,Los Angeles
D002,P000,2022-03-30,51.0,14.0,Los Angeles
D002,P001,2022-01-01,59.0,5.0,Chicago
D002,P001,2022-01-02,28.0,13.0,Chicago
D002,P001,2022-01-03,57.0,17.0,New York
D002,P001,2022-01-04,89.0,8.0,Los Angeles
D002,P001,2022-01-05,70.0,17.0,Los Angeles
D002,P001,2022-01-06,26.0,13.0,New York
D002,P001,2022-01-07,43.0,11.0,Los Angeles
D002,P001,2022-01-08,82.0,17.0,Los Angeles
D002,P001,2022-01-09,56.0,17.0,Chicago
D002,P001,2022-01-10,51.0,12.0,Los Angeles
D002,P001,2022-01-11,42.0,13.0,Los Angeles
D002,P001,2022-01-12,65.0,16.0,New York
D002,P001,2022-01-13,78.0,18.0,Los Angeles
D002,P001,2022-01-14,94.0,5.0,Chicago
D002,P001,2022-01-15,67.0,16.0,Los Angeles
D002,P001,2022-01-16,35.0,14.0,New York
D002,P001,2022-01-17,25.0,7.0,Los Angeles
D002,P001,2022-01-18,29.0,19.0,New York
D002,P001,2022-01-19,63.0,12.0,New York
D002,P001,2022-01-20,57.0,11.0,New York
D002,P001,2022-01-21,72.0,18.0,Chicago
D002,P001,2022-01-22,48.0,10.0,Chicago
D002,P001,2022-01-23,73.0,7.0,Chicago
D002,P001,2022-01-24,93.0,6.0,Los Angeles
D002,P001,2022-01-25,92.0,17.0,New York
D002,P001,2022-01-26,59.0,15.0,New York
D002,P001,2022-01-27,99.0,9.0,Los Angeles
D002,P001,2022-01-28,94.0,19.0,Chicago
D002,P001,2022-01-29,14.0,6.0,Chicago
D002,P001,2022-01-30,16.0,11.0,New York
D002,P001,2022-02-01,18.0,15.0,Los Angeles
D002,P001,2022-02-02,91.0,12.0,New York
D002,P001,2022-02-03,58.0,19.0,Chicago
D002,P001,2022-02-04,54.0,11.0,Los Angeles
D002,P001,2022-02-05,87.0,14.0,Chicago
D002,P001,2022-02-06,52.0,18.0,Chicago
D002,P001,2022-02-07,17.0,15.0,Chicago
D002,P001,2022-02-08,96.0,11.0,Los Angeles
D002,P001,2022-02-09,49.0,16.0,Los Angeles
D002,P001,2022-02-10,75.0,16.0,Los Angeles
D002,P001,2022-02-11,72.0,5.0,New York
D002,P001,2022-02-12,86.0,16.0,Los Angeles
D002,P001,2022-02-13,69.0,13.0,Chicago
D002,P001,2022-02-14,97.0,13.0,Chicago
D002,P001,2022-02-15,73.0,15.0,New York
D002,P001,2022-02-16,86.0,6.0,Los Angeles
D002,P001,2022-02-17,76.0,14.0,New York
D002,P001,2022-02-18,70.0,14.0,New York
D002,P001,2022-02-19,42.0,7.0,Los Angeles
D002,P001,2022-02-20,79.0,10.0,Chicago
D002,P001,2022-02-21,26.0,17.0,Los Angeles
D002,P001,2022-02-22,69.0,14.0,Chicago
D002,P001,2022-02-23,37.0,19.0,New York
D002,P001,2022-02-24,28.0,16.0,New York
D002,P001,2022-02-25,39.0,13.0,New York
D002,P001,2022-02-26,51.0,19.0,Los Angeles
D002,P001,2022-02-27,50.0,15.0,Los Angeles
D002,P001,2022-02-28,71.0,6.0,New York
D002,P001,2022-02-29,55.0,7.0,Chicago
D002,P001,2022-02-30,99.0,9.0,Los Angeles
D002,P001,2022-03-01,30.0,11.0,Los Angeles
D002,P001,2022-03-02,93.0,11.0,Chicago
D002,P001,2022-03-03,64.0,17.0,New York
D002,P001,2022-03-04,82.0,11.0,Los Angeles
D002,P001,2022-03-05,26.0,6.0,New York
D002,P001,2022-03-06,96.0,13.0,New York
D002,P001,2022-03-07,70.0,8.0,Los Angeles
D002,P001,2022-03-08,34.0,5.0,New York
D002,P001,2022-03-09,52.0,18.0,Chicago
D002,P001,2022-03-10,40.0,8.0,Chicago
D002,P001,2022-03-11,75.0,6.0,Los Angeles
D002,P001,2022-03-12,96.0,13.0,Chicago
D002,P001,2022-03-13,96.0,13.0,New York
D002,P001,2022-03-14,50.0,7.0,Los Angeles
D002,P001,2022-03-15,85.0,6.0,New York
D002,P001,2022-03-16,78.0,8.0,Chicago
D002,P001,2022-03-17,80.0,14.0,Chicago
D002,P001,2022-03-18,43.0,11.0,Los Angeles
D002,P001,2022-03-19,15.0,13.0,Chicago
D002,P001,2022-03-20,88.0,19.0,New York
D002,P001,2022-03-21,59.0,13.0,New York
D002,P001,2022-03-22,86.0,9.0,Chicago
D002,P001,2022-03-23,80.0,9.0,Los Angeles
D002,P001,2022-03-24,17.0,13.0,New York
D002,P001,2022-03-25,22.0,11.0,New York
D002,P001,2022-03-26,67.0,11.0,Los Angeles
D002,P001,2022-03-27,77.0,17.0,New York
D002,P001,2022-03-28,88.0,14.0,Chicago
D002,P001,2022-03-29,96.0,17.0,Chicago
D002,P001,2022-03-30,23.0,12.0,New York
D002,P002,2022-01-01,50.0,17.0,Chicago
D002,P002,2022-01-02,64.0,6.0,Chicago
D002,P002,2022-01-03,74.0,7.0,New York
D002,P002,2022-01-04,16.0,9.0,New York
D002,P002,2022-01-05,48.0,14.0,New York
D002,P002,2022-01-06,88.0,13.0,New York
D002,P002,2022-01-07,82.0,5.0,Chicago
D002,P002,2022-01-08,59.0,18.0,Los Angeles
D002,P002,2022-01-09,29.0,8.0,Chicago
D002,P002,2022-01-10,94.0,19.0,New York
D002,P002,2022-01-11,69.0,18.0,Chicago
D002,P002,2022-01-12,42.0,17.0,New York
D002,P002,2022-01-13,91.0,8.0,New York
D002,P002,2022-01-14,36.0,18.0,Chicago
D002,P002,2022-01-15,33.0,11.0,Chicago
D002,P002,2022-01-16,99.0,7.0,Los Angeles
D002,P002,2022-01-17,31.0,6.0,Chicago
D002,P002,2022-01-18,18.0,15.0,Chicago
D002,P002,2022-01-19,69.0,5.0,Los Angeles
D002,P002,2022-01-20,28.0,8.0,New York
D002,P002,2022-01-21,87.0,18.0,New York
D002,P002,2022-01-22,70.0,9.0,New York
D002,P002,2022-01-23,66.0,9.0,New York
D002,P002,2022-01-24,48.0,7.0,Los Angeles
D002,P002,2022-01-25,48.0,16.0,Los Angeles
D002,P002,2022-01-26,28.0,7.0,Chicago
D002,P002,2022-01-27,28.0,17.0,New York
D002,P002,2022-01-28,46.0,11.0,Los Angeles
D002,P002,2022-01-29,34.0,8.0,New York
D002,P002,2022-01-30,39.0,10.0,New York
D002,P002,2022-02-01,11.0,14.0,New York
D002,P002,2022-02-02,33.0,12.0,New York
D002,P002,2022-02-03,96.0,12.0,Los Angeles
D002,P002,2022-02-04,79.0,13.0,Chicago
D002,P002,2022-02-05,96.0,9.0,Los Angeles
D002,P002,2022-02-06,96.0,13.0,Los Angeles
D002,P002,2022-02-07,34.0,12.0,Los Angeles
D002,P002,2022-02-08,70.0,9.0,Los Angeles
D002,P002,2022-02-09,67.0,13.0,New York
D002,P002,2022-02-10,10.0,5.0,Los Angeles
D002,P002,2022-02-11,16.0,15.0,Chicago
D002,P002,2022-02-12,42.0,17.0,New York
D002,P002,2022-02-13,80.0,12.0,Chicago
D002,P002,2022-02-14,19.0,16.0,Los Angeles
D002,P002,2022-02-15,26.0,7.0,Chicago
D002,P002,2022-02-16,25.0,10.0,Los Angeles
D002,P002,2022-02-17,90.0,13.0,Chicago
D002,P002,2022-02-18,54.0,6.0,New York
D002,P002,2022-02-19,75.0,14.0,Los Angeles
D002,P002,2022-02-20,26.0,13.0,Chicago
D002,P002,2022-02-21,12.0,18.0,Chicago
D002,P002,2022-02-22,52.0,7.0,Los Angeles
D002,P002,2022-02-23,56.0,8.0,Chicago
D002,P002,2022-02-24,50.0,7.0,Los Angeles
D002,P002,2022-02-25,21.0,12.0,New York
D002,P002,2022-02-26,63.0,16.0,Chicago
D002,P002,2022-02-27,81.0,7.0,New York
D002,P002,2022-02-28,16.0,18.0,Los Angeles
D002,P002,2022-02-29,84.0,9.0,Chicago
D002,P002,2022-02-30,81.0,12.0,Los Angeles
D002,P002,2022-03-01,74.0,8.0,Los Angeles
D002,P002,2022-03-02,96.0,9.0,New York
D002,P002,2022-03-03,62.0,17.0,New York
D002,P002,2022-03-04,27.0,12.0,Chicago
D002,P002,2022-03-05,36.0,11.0,Chicago
D002,P002,2022-03-06,66.0,6.0,New York
D002,P002,2022-03-07,37.0,18.0,Los Angeles
D002,P002,2022-03-08,81.0,7.0,Chicago
D002,P002,2022-03-09,99.0,13.0,New York
D002,P002,2022-03-10,41.0,19.0,Chicago
D002,P002,2022-03-11,78.0,10.0,Los Angeles
D002,P002,2022-03-12,90.0,18.0,New York
D002,P002,2022-03-13,12.0,12.0,Los Angeles
D002,P002,2022-03-14,50.0,9.0,Chicago
D002,P002,2022-03-15,33.0,10.0,Los Angeles
D002,P002,2022-03-16,75.0,19.0,Los Angeles
D002,P002,2022-03-17,16.0,15.0,New York
D002,P002,2022-03-18,39.0,18.0,Los Angeles
D002,P002,2022-03-19,66.0,6.0,New York
D002,P002,2022-03-20,50.0,12.0,New York
D002,P002,2022-03-21,22.0,8.0,Los Angeles
D002,P002,2022-03-22,73.0,12.0,Los Angeles
D002,P002,2022-03-23,85.0,9.0,New York
D002,P002,2022-03-24,41.0,7.0,New York
D002,P002,2022-03-25,38.0,11.0,Los Angeles
D002,P002,2022-03-26,96.0,18.0,New York
D002,P002,2022-03-27,35.0,14.0,Chicago
D002,P002,2022-03-28,34.0,11.0,Chicago
D002,P002,2022-03-29,75.0,10.0,Los Angeles
D002,P002,2022-03-30,17.0,7.0,New York
D002,P003,2022-01-01,60.0,11.0,New York
D002,P003,2022-01-02,26.0,7.0,New York
D002,P003,2022-01-03,86.0,6.0,New York
D002,P003,2022-01-04,43.0,7.0,Los Angeles
D002,P003,2022-01-05,50.0,16.0,New York
D002,P003,2022-01-06,62.0,8.0,Los Angeles
D002,P003,2022-01-07,85.0,12.0,Chicago
D002,P003,2022-01-08,90.0,6.0,New York
D002,P003,2022-01-09,19.0,6.0,Chicago
D002,P003,2022-01-10,46.0,9.0,New York
D002,P003,2022-01-11,39.0,6.0,New York
D002,P003,2022-01-12,33.0,9.0,Los Angeles
D002,P003,2022-01-13,98.0,8.0,Chicago
D002,P003,2022-01-14,83.0,12.0,Chicago
D002,P003,2022-01-15,75.0,11.0,Los Angeles
D002,P003,2022-01-16,99.0,11.0,Los Angeles
D002,P003,2022-01-17,25.0,6.0,Chicago
D002,P003,2022-01-18,23.0,12.0,New York
D002,P003,2022-01-19,99.0,5.0,New York
D002,P003,2022-01-20,17.0,19.0,Los Angeles
D002,P003,2022-01-21,30.0,7.0,Chicago
D002,P003,2022-01-22,45.0,7.0,New York
D002,P003,2022-01-23,50.0,10.0,Chicago
D002,P003,2022-01-24,14.0,16.0,Los Angeles
D002,P003,2022-01-25,83.0,19.0,Chicago
D002,P003,2022-01-26,36.0,9.0,Chicago
D002,P003,2022-01-27,90.0,14.0,New York
D002,P003,2022-01-28,56.0,18.0,Los Angeles
D002,P003,2022-01-29,38.0,9.0,Los Angeles
D002,P003,2022-01-30,54.0,15.0,New York
D002,P003,2022-02-01,32.0,11.0,New York
D002,P003,2022-02-02,93.0,15.0,Los Angeles
D002,P003,2022-02-03,54.0,19.0,New York
D002,P003,2022-02-04,21.0,11.0,Los Angeles
D002,P003,2022-02-05,43.0,10.0,Chicago
D002,P003,2022-02-06,37.0,15.0,New York
D002,P003,2022-02-07,41.0,9.0,Chicago
D002,P003,2022-02-08,53.0,14.0,Chicago
D002,P003,2022-02-09,87.0,17.0,New York
D002,P003,2022-02-10,16.0,10.0,New York
D002,P003,2022-02-11,72.0,13.0,New York
D002,P003,2022-02-12,21.0,19.0,Chicago
D002,P003,2022-02-13,45.0,13.0,Los Angeles
D002,P003,2022-02-14,49.0,14.0,New York
D002,P003,2022-02-15,46.0,13.0,Los Angeles
D002,P003,2022-02-16,91.0,18.0,Chicago
D002,P003,2022-02-17,96.0,9.0,Los Angeles
D002,P003,2022-02-18,98.0,16.0,Chicago
D002,P003,2022-02-19,16.0,7.0,Chicago
D002,P003,2022-02-20,34.0,16.0,Los Angeles
D002,P003,2022-02-21,54.0,14.0,Los Angeles
D002,P003,2022-02-22,22.0,17.0,Chicago
D002,P003,2022-02-23,68.0,12.0,Chicago
D002,P003,2022-02-24,99.0,19.0,New York
D002,P003,2022-02-25,21.0,5.0,Chicago
D002,P003,2022-02-26,55.0,15.0,Chicago
D002,P003,2022-02-27,64.0,17.0,Los Angeles
D002,P003,2022-02-28,66.0,13.0,Los Angeles
D002,P003,2022-02-29,42.0,15.0,Los Angeles
D002,P003,2022-02-30,20.0,7.0,Chicago
D002,P003,2022-03-01,56.0,5.0,Los Angeles
D002,P003,2022-03-02,91.0,6.0,New York
D002,P003,2022-03-03,72.0,18.0,Los Angeles
D002,P003,2022-03-04,45.0,17.0,New York
D002,P003,2022-03-05,59.0,15.0,Chicago
D002,P003,2022-03-06,38.0,5.0,Los Angeles
D002,P003,2022-03-07,66.0,6.0,New York
D002,P003,2022-03-08,91.0,17.0,Chicago
D002,P003,2022-03-09,36.0,9.0,New York
D002,P003,2022-03-10,97.0,8.0,New York
D002,P003,2022-03-11,29.0,6.0,Chicago
D002,P003,2022-03-12,77.0,7.0,Chicago
D002,P003,2022-03-13,55.0,14.0,Chicago
D002,P003,2022-03-14,63.0,15.0,Los Angeles
D002,P003,2022-03-15,30.0,14.0,Chicago
D002,P003,2022-03-16,65.0,5.0,Los Angeles
D002,P003,2022-03-17,74.0,15.0,New York
D002,P003,2022-03-18,41.0,10.0,Chicago
D002,P003,2022-03-19,22.0,8.0,New York
D002,P003,2022-03-20,72.0,13.0,Los Angeles
D002,P003,2022-03-21,33.0,16.0,Chicago
D002,P003,2022-03-22,90.0,8.0,Chicago
D002,P003,2022-03-23,99.0,18.0,New York
D002,P003,2022-03-24,12.0,8.0,Chicago
D002,P003,2022-03-25,43.0,13.0,Chicago
D002,P003,2022-03-26,69.0,16.0,Los Angeles
D002,P003,2022-03-27,75.0,6.0,Los Angeles
D002,P003,2022-03-28,49.0,12.0,New York
D002,P003,2022-03-29,60.0,15.0,Los Angeles
D002,P003,2022-03-30,35.0,11.0,New York
D002,P004,2022-01-01,46.0,7.0,New York
D002,P004,2022-01-02,31.0,16.0,New York
D002,P004,2022-01-03,12.0,18.0,Los Angeles
D002,P004,2022-01-04,89.0,11.0,Chicago
D002,P004,2022-01-05,61.0,16.0,New York
D002,P004,2022-01-06,15.0,16.0,Los Angeles
D002,P004,2022-01-07,62.0,6.0,New York
D002,P004,2022-01-08,19.0,5.0,Los Angeles
D002,P004,2022-01-09,50.0,10.0,Los Angeles
D002,P004,2022-01-10,81.0,5.0,Los Angeles
D002,P004,2022-01-11,59.0,7.0,New York
D002,P004,2022-01-12,73.0,19.0,New York
D002,P004,2022-01-13,68.0,15.0,Los Angeles
D002,P004,2022-01-14,23.0,14.0,Chicago
D002,P004,2022-01-15,93.0,11.0,New York
D002,P004,2022-01-16,64.0,17.0,Los Angeles
D002,P004,2022-01-17,28.0,7.0,New York
D002,P004,2022-01-18,39.0,10.0,New York
D002,P004,2022-01-19,26.0,6.0,New York
D002,P004,2022-01-20,60.0,19.0,Chicago
D002,P004,2022-01-21,11.0,14.0,Chicago
D002,P004,2022-01-22,17.0,13.0,New York
D002,P004,2022-01-23,25.0,14.0,New York
D002,P004,2022-01-24,36.0,12.0,Chicago
D002,P004,2022-01-25,50.0,16.0,New York
D002,P004,2022-01-26,14.0,8.0,Los Angeles
D002,P004,2022-01-27,16.0,8.0,Los Angeles
D002,P004,2022-01-28,66.0,14.0,Chicago
D002,P004,2022-01-29,18.0,9.0,Chicago
D002,P004,2022-01-30,66.0,18.0,Chicago
D002,P004,2022-02-01,14.0,11.0,Los Angeles
D002,P004,2022-02-02,63.0,10.0,Los Angeles
D002,P004,2022-02-03,98.0,8.0,New York
D002,P004,2022-02-04,41.0,14.0,New York
D002,P004,2022-02-05,84.0,19.0,New York
D002,P004,2022-02-06,69.0,12.0,Chicago
D002,P004,2022-02-07,34.0,17.0,New York
D002,P004,2022-02-08,12.0,13.0,Los Angeles
D002,P004,2022-02-09,65.0,5.0,Chicago
D002,P004,2022-02-10,21.0,5.0,Chicago
D002,P004,2022-02-11,37.0,11.0,Los Angeles
D002,P004,2022-02-12,12.0,18.0,New York
D002,P004,2022-02-13,16.0,12.0,Los Angeles
D002,P004,2022-02-14,79.0,12.0,Chicago
D002,P004,2022-02-15,57.0,8.0,New York
D002,P004,2022-02-16,42.0,7.0,New York
D002,P004,2022-02-17,32.0,19.0,New York
D002,P004,2022-02-18,990.0,190.0,
D002,P004,2022-02-19,51.0,9.0,Los Angeles
D002,P004,2022-02-20,89.0,15.0,New York
D002,P004,2022-02-21,53.0,9.0,Chicago
D002,P004,2022-02-22,74.0,10.0,New York
D002,P004,2022-02-23,29.0,17.0,New York
D002,P004,2022-02-24,27.0,16.0,Chicago
D002,P004,2022-02-25,78.0,12.0,New York
D002,P004,2022-02-26,39.0,10.0,Chicago
D002,P004,2022-02-27,84.0,6.0,New York
D002,P004,2022-02-28,78.0,12.0,New York
D002,P004,2022-02-29,24.0,6.0,Los Angeles
D002,P004,2022-02-30,73.0,9.0,Los Angeles
D002,P004,2022-03-01,41.0,5.0,New York
D002,P004,2022-03-02,65.0,13.0,New York
D002,P004,2022-03-03,60.0,18.0,Los Angeles
D002,P004,2022-03-04,41.0,12.0,New York
D002,P004,2022-03-05,22.0,7.0,New York
D002,P004,2022-03-06,16.0,13.0,New York
D002,P004,2022-03-07,80.0,15.0,New York
D002,P004,2022-03-08,79.0,9.0,New York
D002,P004,2022-03-09,35.0,14.0,New York
D002,P004,2022-03-10,28.0,16.0,New York
D002,P004,2022-03-11,18.0,15.0,Los Angeles
D002,P004,2022-03-12,63.0,12.0,Chicago
D002,P004,2022-03-13,76.0,11.0,Los Angeles
D002,P004,2022-03-14,77.0,10.0,Chicago
D002,P004,2022-03-15,71.0,16.0,New York
D002,P004,2022-03-16,66.0,5.0,New York
D002,P004,2022-03-17,51.0,18.0,Chicago
D002,P004,2022-03-18,52.0,5.0,Los Angeles
D002,P004,2022-03-19,61.0,16.0,New York
D002,P004,2022-03-20,85.0,9.0,Chicago
D002,P004,2022-03-21,95.0,14.0,New York
D002,P004,2022-03-22,23.0,14.0,Chicago
D002,P004,2022-03-23,93.0,8.0,Los Angeles
D002,P004,2022-03-24,51.0,8.0,New York
D002,P004,2022-03-25,85.0,10.0,Los Angeles
D002,P004,2022-03-26,71.0,8.0,New York
D002,P004,2022-03-27,74.0,15.0,Los Angeles
D002,P004,2022-03-28,18.0,5.0,Los Angeles
D002,P004,2022-03-29,75.0,15.0,Los Angeles
D002,P004,2022-03-30,42.0,12.0,Chicago
D002,P005,2022-01-01,98.0,17.0,Chicago
D002,P005,2022-01-02,93.0,5.0,Los Angeles
D002,P005,2022-01-03,19.0,17.0,New York
D002,P005,2022-01-04,27.0,9.0,Chicago
D002,P005,2022-01-05,77.0,16.0,New York
D002,P005,2022-01-06,51.0,17.0,New York
D002,P005,2022-01-07,77.0,8.0,Los Angeles
D002,P005,2022-01-08,51.0,11.0,Los Angeles
D002,P005,2022-01-09,14.0,10.0,New York
D002,P005,2022-01-10,38.0,13.0,Los Angeles
D002,P005,2022-01-11,76.0,19.0,Chicago
D002,P005,2022-01-12,29.0,16.0,Chicago
D002,P005,2022-01-13,93.0,12.0,Los Angeles
D002,P005,2022-01-14,94.0,9.0,Chicago
D002,P005,2022-01-15,70.0,8.0,Chicago
D002,P005,2022-01-16,22.0,13.0,Los Angeles
D002,P005,2022-01-17,94.0,8.0,New York
D002,P005,2022-01-18,54.0,17.0,Chicago
D002,P005,2022-01-19,68.0,19.0,Los Angeles
D002,P005,2022-01-20,17.0,14.0,New York
D002,P005,2022-01-21,88.0,10.0,Los Angeles
D002,P005,2022-01-22,35.0,15.0,Chicago
D002,P005,2022-01-23,68.0,9.0,Los Angeles
D002,P005,2022-01-24,74.0,19.0,New York
D002,P005,2022-01-25,38.0,14.0,Chicago
D002,P005,2022-01-26,84.0,12.0,Los Angeles
D002,P005,2022-01-27,71.0,18.0,Los Angeles
D002,P005,2022-01-28,53.0,15.0,Chicago
D002,P005,2022-01-29,74.0,17.0,Chicago
D002,P005,2022-01-30,55.0,16.0,New York
D002,P005,2022-02-01,29.0,6.0,New York
D002,P005,2022-02-02,98.0,10.0,Chicago
D002,P005,2022-02-03,18.0,19.0,New York
D002,P005,2022-02-04,80.0,6.0,Los Angeles
D002,P005,2022-02-05,62.0,7.0,Los Angeles
D002,P005,2022-02-06,80.0,5.0,New York
D002,P005,2022-02-07,60.0,14.0,Chicago
D002,P005,2022-02-08,23.0,13.0,New York
D002,P005,2022-02-09,88.0,12.0,Los Angeles
D002,P005,2022-02-10,18.0,10.0,Los Angeles
D002,P005,2022-02-11,51.0,8.0,Chicago
D002,P005,2022-02-12,22.0,6.0,Chicago
D002,P005,2022-02-13,45.0,18.0,New York
D002,P005,2022-02-14,48.0,7.0,New York
D002,P005,2022-02-15,39.0,13.0,Los Angeles
D002,P005,2022-02-16,30.0,16.0,Los Angeles
D002,P005,2022-02-17,19.0,17.0,New York
D002,P005,2022-02-18,64.0,19.0,Chicago
D002,P005,2022-02-19,29.0,16.0,Los Angeles
D002,P005,2022-02-20,61.0,15.0,Chicago
D002,P005,2022-02-21,70.0,15.0,New York
D002,P005,2022-02-22,30.0,8.0,New York
D002,P005,2022-02-23,91.0,17.0,Chicago
D002,P005,2022-02-24,68.0,18.0,New York
D002,P005,2022-02-25,,,
D002,P005,2022-02-26,49.0,13.0,Los Angeles
D002,P005,2022-02-27,10.0,11.0,Los Angeles
D002,P005,2022-02-28,50.0,15.0,New York
D002,P005,2022-02-29,88.0,10.0,Chicago
D002,P005,2022-02-30,84.0,16.0,Los Angeles
D002,P005,2022-03-01,65.0,8.0,Chicago
D002,P005,2022-03-02,22.0,12.0,New York
D002,P005,2022-03-03,96.0,8.0,New York
D002,P005,2022-03-04,49.0,18.0,New York
D002,P005,2022-03-05,34.0,14.0,Chicago
D002,P005,2022-03-06,63.0,19.0,Chicago
D002,P005,2022-03-07,76.0,5.0,New York
D002,P005,2022-03-08,44.0,7.0,New York
D002,P005,2022-03-09,30.0,11.0,New York
D002,P005,2022-03-10,66.0,12.0,Chicago
D002,P005,2022-03-11,15.0,13.0,Chicago
D002,P005,2022-03-12,87.0,9.0,New York
D002,P005,2022-03-13,13.0,12.0,Chicago
D002,P005,2022-03-14,75.0,14.0,Los Angeles
D002,P005,2022-03-15,55.0,7.0,Chicago
D002,P005,2022-03-16,71.0,10.0,Chicago
D002,P005,2022-03-17,52.0,8.0,New York
D002,P005,2022-03-18,80.0,6.0,Los Angeles
D002,P005,2022-03-19,61.0,17.0,New York
D002,P005,2022-03-20,56.0,16.0,Los Angeles
D002,P005,2022-03-21,86.0,19.0,Chicago
D002,P005,2022-03-22,17.0,11.0,Chicago
D002,P005,2022-03-23,29.0,17.0,Los Angeles
D002,P005,2022-03-24,55.0,10.0,New York
D002,P005,2022-03-25,44.0,6.0,Chicago
D002,P005,2022-03-26,77.0,10.0,Los Angeles
D002,P005,2022-03-27,92.0,19.0,Chicago
D002,P005,2022-03-28,95.0,17.0,New York
D002,P005,2022-03-29,86.0,15.0,Chicago
D002,P005,2022-03-30,17.0,7.0,New York
D002,P006,2022-01-01,26.0,9.0,Chicago
D002,P006,2022-01-02,75.0,19.0,New York
D002,P006,2022-01-03,38.0,16.0,Chicago
D002,P006,2022-01-04,92.0,9.0,Chicago
D002,P006,2022-01-05,22.0,5.0,New York
D002,P006,2022-01-06,45.0,15.0,Chicago
D002,P006,2022-01-07,24.0,16.0,Los Angeles
D002,P006,2022-01-08,79.0,18.0,Chicago
D002,P006,2022-01-09,75.0,10.0,Los Angeles
D002,P006,2022-01-10,75.0,11.0,New York
D002,P006,2022-01-11,24.0,10.0,Chicago
D002,P006,2022-01-12,66.0,14.0,Chicago
D002,P006,2022-01-13,61.0,10.0,Chicago
D002,P006,2022-01-14,94.0,19.0,Los Angeles
D002,P006,2022-01-15,67.0,6.0,New York
D002,P006,2022-01-16,29.0,9.0,New York
D002,P006,2022-01-17,95.0,19.0,Chicago
D002,P006,2022-01-18,28.0,18.0,Los Angeles
D002,P006,2022-01-19,80.0,18.0,Los Angeles
D002,P006,2022-01-20,18.0,7.0,New York
D002,P006,2022-01-21,17.0,18.0,New York
D002,P006,2022-01-22,47.0,5.0,Los Angeles
D002,P006,2022-01-23,18.0,13.0,New York
D002,P006,2022-01-24,74.0,14.0,New York
D002,P006,2022-01-25,27.0,14.0,Chicago
D002,P006,2022-01-26,71.0,7.0,Los Angeles
D002,P006,2022-01-27,63.0,5.0,Los Angeles
D002,P006,2022-01-28,57.0,15.0,Los Angeles
D002,P006,2022-01-29,69.0,8.0,Los Angeles
D002,P006,2022-01-30,50.0,15.0,Chicago
D002,P006,2022-02-01,96.0,16.0,Los Angeles
D002,P006,2022-02-02,26.0,15.0,New York
D002,P006,2022-02-03,39.0,17.0,Chicago
D002,P006,2022-02-04,23.0,11.0,Chicago
D002,P006,2022-02-05,83.0,6.0,Chicago
D002,P006,2022-02-06,67.0,9.0,New York
D002,P006,2022-02-07,43.0,18.0,Los Angeles
D002,P006,2022-02-08,79.0,10.0,Los Angeles
D002,P006,2022-02-09,45.0,13.0,Chicago
D002,P006,2022-02-10,94.0,10.0,Chicago
D002,P006,2022-02-11,71.0,7.0,Los Angeles
D002,P006,2022-02-12,23.0,8.0,Chicago
D002,P006,2022-02-13,27.0,17.0,Chicago
D002,P006,2022-02-14,49.0,13.0,Chicago
D002,P006,2022-02-15,46.0,9.0,Chicago
D002,P006,2022-02-16,77.0,10.0,New York
D002,P006,2022-02-17,990.0,190.0,
D002,P006,2022-02-18,72.0,9.0,Los Angeles
D002,P006,2022-02-19,93.0,7.0,Los Angeles
D002,P006,2022-02-20,77.0,17.0,New York
D002,P006,2022-02-21,68.0,17.0,New York
D002,P006,2022-02-22,42.0,8.0,Los Angeles
D002,P006,2022-02-23,75.0,14.0,New York
D002,P006,2022-02-24,71.0,18.0,Chicago
D002,P006,2022-02-25,23.0,16.0,Chicago
D002,P006,2022-02-26,89.0,11.0,New York
D002,P006,2022-02-27,17.0,11.0,New York
D002,P006,2022-02-28,15.0,15.0,Los Angeles
D002,P006,2022-02-29,73.0,19.0,Los Angeles
D002,P006,2022-02-30,13.0,6.0,New York
D002,P006,2022-03-01,24.0,19.0,New York
D002,P006,2022-03-02,14.0,9.0,Chicago
D002,P006,2022-03-03,12.0,19.0,Chicago
